Vardas                   Pavarde                    ND1       ND2       ND3       ND4       ND5       ND6      Egz.
Vardas8292           Pavarde8292                      2         6         3         5         2         3         3
Vardas8293           Pavarde8293                      5         4         6         6         4         5         5
Vardas8294           Pavarde8294                      2         7         8         7         2         4         1
Vardas8295           Pavarde8295                      5         9         8         4         4         7         8
Vardas8296           Pavarde8296                      5         2         4         8         9         2         6
Vardas8297           Pavarde8297                      1        10         9         7         3         2        10
Vardas8298           Pavarde8298                      8         6         1         1         4         7         8
Vardas8299           Pavarde8299                      8         6         7         8         6         4         1
Vardas8300           Pavarde8300                      7         9         1         3         3         5         5
Vardas8301           Pavarde8301                      6         9         8         1         8         8         2
Vardas8302           Pavarde8302                      4         2         6         3         5         6        10
Vardas8303           Pavarde8303                      9         5         7         2         1         9         6
Vardas8304           Pavarde8304                      7         8         2         9         7        10         7
Vardas8305           Pavarde8305                      9         7         9         6         5         4         6
Vardas8306           Pavarde8306                      2        10         7         5         2         5         7
Vardas8307           Pavarde8307                      7         4         6         5         7         8         6
Vardas8308           Pavarde8308                      9         7         8         5         2         9         4
Vardas8309           Pavarde8309                      7         6         9         1         4        10        10
Vardas8310           Pavarde8310                      4         3        10         8         3         4         8
Vardas8311           Pavarde8311                      6         6         7         1         5         1         3
Vardas8312           Pavarde8312                      1         3         4         7         6         6         2
Vardas8313           Pavarde8313                      9         2         4         4         2         7         6
Vardas8314           Pavarde8314                      8         2         5        10         1         3         1
Vardas8315           Pavarde8315                      6         7         6         4         9         8         4
Vardas8316           Pavarde8316                      1         4         5         9         9         8         3
Vardas8317           Pavarde8317                      2        10         8         1         6         6         8
Vardas8318           Pavarde8318                      1         3        10         5         8         9         5
Vardas8319           Pavarde8319                      3         6         5         8        10         1         3
Vardas8320           Pavarde8320                      6         2         3         7         8         7         3
Vardas8321           Pavarde8321                      6        10         5         3         9         2         5
Vardas8322           Pavarde8322                      1         7         7         5         2         3         6
Vardas8323           Pavarde8323                      1         6         2         4         9        10         7
Vardas8324           Pavarde8324                      8         1         8         2         5         9         6
Vardas8325           Pavarde8325                      9         8         8         7         2        10         4
Vardas8326           Pavarde8326                      4         2         2         8         5         6         4
Vardas8327           Pavarde8327                      1         5         4         1         9         7         4
Vardas8328           Pavarde8328                     10         2         8         3        10         6         8
Vardas8329           Pavarde8329                      8         3         6        10         9         6         7
Vardas8330           Pavarde8330                      2         7         6         3         2        10         3
Vardas8331           Pavarde8331                     10         2         8         8         1         1         8
Vardas8332           Pavarde8332                      8         3         9         7         7         4        10
Vardas8333           Pavarde8333                      3         7         1         1         7         6         1
Vardas8334           Pavarde8334                      5         7         6         4         2         7        10
Vardas8335           Pavarde8335                      3         6         5         1         5         4         7
Vardas8336           Pavarde8336                      6         7         1         7         3        10         9
Vardas8337           Pavarde8337                      7         9         2         7         3         4         5
Vardas8338           Pavarde8338                     10         2         8         3         9         2         2
Vardas8339           Pavarde8339                      9         1         1         1         7        10         3
Vardas8340           Pavarde8340                      2         1        10         3         5         9        10
Vardas8341           Pavarde8341                      7         4         5        10         1         1         2
Vardas8342           Pavarde8342                     10         4         7         1         2         4         6
Vardas8343           Pavarde8343                      2        10        10         7         9         4         1
Vardas8344           Pavarde8344                      4         6         3         5         9         7         9
Vardas8345           Pavarde8345                      8         4        10         6         4         2         8
Vardas8346           Pavarde8346                      6         9         6         6         3         1         2
Vardas8347           Pavarde8347                      4        10         2         3         2         1         8
Vardas8348           Pavarde8348                      8         8         8         5         4        10         8
Vardas8349           Pavarde8349                      4         8         2         9         9         9         6
Vardas8350           Pavarde8350                      9         7        10         2         3         4         1
Vardas8351           Pavarde8351                      8         6         5         8         7         7         6
Vardas8352           Pavarde8352                      3         1         9         1         2         6         8
Vardas8353           Pavarde8353                      9         3         8         2         5         3         9
Vardas8354           Pavarde8354                      9        10         3         1         8         3        10
Vardas8355           Pavarde8355                      8         4         5         8         5         7         8
Vardas8356           Pavarde8356                     10         9         5         8         5         7         9
Vardas8357           Pavarde8357                      8         6         1         7         2         2         5
Vardas8358           Pavarde8358                      1         6         2         8        10        10         7
Vardas8359           Pavarde8359                      5         6         2         6         9         5         1
Vardas8360           Pavarde8360                      6         7         9         7         3         4         8
Vardas8361           Pavarde8361                     10         4         3         3        10         5         8
Vardas8362           Pavarde8362                     10         2         8         1         5         9         4
Vardas8363           Pavarde8363                      4         2         8         1         7         7         4
Vardas8364           Pavarde8364                      9         1         6         4         1         8         6
Vardas8365           Pavarde8365                      9         4         1        10         9        10         1
Vardas8366           Pavarde8366                      1        10         1         6         9         9         8
Vardas8367           Pavarde8367                      8         5         5         3        10         7        10
Vardas8368           Pavarde8368                      5         3         6         4        10         1         3
Vardas8369           Pavarde8369                     10        10         3         2         9         5         1
Vardas8370           Pavarde8370                      1        10         5         7         4         2         9
Vardas8371           Pavarde8371                      4         8         1         8         1         3         8
Vardas8372           Pavarde8372                      9         6         9         5         5         4         2
Vardas8373           Pavarde8373                      6         2         9         3         3         3         4
Vardas8374           Pavarde8374                     10         1         7        10         3         2         9
Vardas8375           Pavarde8375                      2         8         1        10         1         6         8
Vardas8376           Pavarde8376                      7         5         6         7         1         3         5
Vardas8377           Pavarde8377                      7        10         8        10        10        10         1
Vardas8378           Pavarde8378                      3         2         1         9         1         7         1
Vardas8379           Pavarde8379                      8         9         4         1        10         2         3
Vardas8380           Pavarde8380                      4         5         9         8         9         6         9
Vardas8381           Pavarde8381                      6         6         2         9         4         4         5
Vardas8382           Pavarde8382                      1         8        10         3         1         9         3
Vardas8383           Pavarde8383                      2         3         8         8         2         3        10
Vardas8384           Pavarde8384                      6         3         6         1         7         5         7
Vardas8385           Pavarde8385                      1         9         5         9         3         9         1
Vardas8386           Pavarde8386                      9         7        10         1         9         6         3
Vardas8387           Pavarde8387                      2         7         4         7         7         8         7
Vardas8388           Pavarde8388                      7        10         5         5         9         2         9
Vardas8389           Pavarde8389                      5         9         4        10         8         4         1
Vardas8390           Pavarde8390                      9         2         1         1         6         1         1
Vardas8391           Pavarde8391                      5         8         5         2         1         4         2
Vardas8392           Pavarde8392                      6         5         1         5         7        10         2
Vardas8393           Pavarde8393                      7         3         9         3         8         1         7
Vardas8394           Pavarde8394                      9         4         8         2         7         7         1
Vardas8395           Pavarde8395                      3         1         6         6         7         8         4
Vardas8396           Pavarde8396                      7         5         6         7         6         4         1
Vardas8397           Pavarde8397                      4         5         2         3         6         4         2
Vardas8398           Pavarde8398                      1         4         5         4         4         2         4
Vardas8399           Pavarde8399                      6         5         4         9         4        10         1
Vardas8400           Pavarde8400                     10         8        10         2         4         5         6
Vardas8401           Pavarde8401                      4         4         5         5        10         2         9
Vardas8402           Pavarde8402                      7         6         3         3         3         1         6
Vardas8403           Pavarde8403                      6         6         6        10         3         7         2
Vardas8404           Pavarde8404                      9         3         5         3         8         8         1
Vardas8405           Pavarde8405                      6        10         1         7         7         1         5
Vardas8406           Pavarde8406                      5         5         8         7         6        10         3
Vardas8407           Pavarde8407                     10         6         7         2         6         5         4
Vardas8408           Pavarde8408                      4         3        10         7         9         2         6
Vardas8409           Pavarde8409                      8         3         8        10         1         4        10
Vardas8410           Pavarde8410                      9         9         1         8         5         3         3
Vardas8411           Pavarde8411                      6         7         9         4         7         7         2
Vardas8412           Pavarde8412                     10         7         6        10         7         8         7
Vardas8413           Pavarde8413                      2         1         4         9         1         4        10
Vardas8414           Pavarde8414                      1         9         9         5         6         5         7
Vardas8415           Pavarde8415                      1         3         6         1         3        10         6
Vardas8416           Pavarde8416                      4         8         8         8         9         4         7
Vardas8417           Pavarde8417                      3         7         2         6         8         9         6
Vardas8418           Pavarde8418                      9         5         4         3        10         9         5
Vardas8419           Pavarde8419                      1         6        10         4         9         9         2
Vardas8420           Pavarde8420                      7         7         5        10        10         8         3
Vardas8421           Pavarde8421                      4         3         3         8         7         8         2
Vardas8422           Pavarde8422                     10         6         4         3         7         6         6
Vardas8423           Pavarde8423                      6         9         5         4         8         7         1
Vardas8424           Pavarde8424                      5         8         5         7         2         8         2
Vardas8425           Pavarde8425                      1         4         8         4         1        10         1
Vardas8426           Pavarde8426                      6         6         9         1         7         5         2
Vardas8427           Pavarde8427                      2         3         8         1         1         6         9
Vardas8428           Pavarde8428                      3         6         3        10         8         5         9
Vardas8429           Pavarde8429                      7         8         7         2         1         7         4
Vardas8430           Pavarde8430                      2         7         1         5         1         8         9
Vardas8431           Pavarde8431                     10         4         7         1         4         1         6
Vardas8432           Pavarde8432                      6         7        10         9         9         1         3
Vardas8433           Pavarde8433                      8         8        10         6         1         7         4
Vardas8434           Pavarde8434                      8         7        10         6        10         3         2
Vardas8435           Pavarde8435                      6         9         8         1         7         3         7
Vardas8436           Pavarde8436                     10         3         5         9         3         5         8
Vardas8437           Pavarde8437                      6         4         1         9         2         5         4
Vardas8438           Pavarde8438                      9         5         3         4         6         1         5
Vardas8439           Pavarde8439                      7        10         7        10         2         1         1
Vardas8440           Pavarde8440                      1        10         9         2         7         4         2
Vardas8441           Pavarde8441                      8         3         4         1         3         8         9
Vardas8442           Pavarde8442                      9         8         2         6         1         9         4
Vardas8443           Pavarde8443                      5         1         2         7         7        10         1
Vardas8444           Pavarde8444                      8         1         1         5         8         1         1
Vardas8445           Pavarde8445                      5         9         2         2         5         3         9
Vardas8446           Pavarde8446                      7         8         1         7         3         4         2
Vardas8447           Pavarde8447                      2         5         8         9         6         5         3
Vardas8448           Pavarde8448                      1        10         4        10        10         7         4
Vardas8449           Pavarde8449                      1         4         7         3         6         8         2
Vardas8450           Pavarde8450                      9         9         9         2         3         2        10
Vardas8451           Pavarde8451                      9         1         3         9         7         5         8
Vardas8452           Pavarde8452                      2         4         7         4         6         6         3
Vardas8453           Pavarde8453                      2         4         4         8         9         2         1
Vardas8454           Pavarde8454                      7         2         1         9         6        10        10
Vardas8455           Pavarde8455                      5         8         5         2         4         4         1
Vardas8456           Pavarde8456                      2         4         9         8         3         4        10
Vardas8457           Pavarde8457                      2         6         9         4         2        10         3
Vardas8458           Pavarde8458                      7         4         5         4         6         2         8
Vardas8459           Pavarde8459                      7         6         2         4         6         5         1
Vardas8460           Pavarde8460                      9         8         3         9         6         4         7
Vardas8461           Pavarde8461                      8         7         7         5         9         5         4
Vardas8462           Pavarde8462                      5         8         2         2         5         6         6
Vardas8463           Pavarde8463                      6         1         5        10         4         5         1
Vardas8464           Pavarde8464                      1        10         2         5         6         4         6
Vardas8465           Pavarde8465                      5         5         7         3         2         9         4
Vardas8466           Pavarde8466                      5         5         6         6         8         8        10
Vardas8467           Pavarde8467                      7         1         3         6         7         6         1
Vardas8468           Pavarde8468                      7         7         1         6         2         7         5
Vardas8469           Pavarde8469                      4         5         5         6        10         1        10
Vardas8470           Pavarde8470                      1         7         3         4         3         3         9
Vardas8471           Pavarde8471                     10         4         5         4         3         8         1
Vardas8472           Pavarde8472                      4         3         5         8         1         9         6
Vardas8473           Pavarde8473                      7         1         9        10         8         4         4
Vardas8474           Pavarde8474                      8         2         7         8        10         6         7
Vardas8475           Pavarde8475                      1        10         7         2         4         4         1
Vardas8476           Pavarde8476                     10         2         8         5         9         1         2
Vardas8477           Pavarde8477                     10         3         7         2         7         2         4
Vardas8478           Pavarde8478                      8         4         1        10         9         5         2
Vardas8479           Pavarde8479                      7         2         6         6         6         5         5
Vardas8480           Pavarde8480                      9         9         3         9         6         3         9
Vardas8481           Pavarde8481                      6        10         2         1         3         5         2
Vardas8482           Pavarde8482                      7         3         7         8         9         7         5
Vardas8483           Pavarde8483                      3         8         6         5         8         7         3
Vardas8484           Pavarde8484                      4         8         3         9         5         4         8
Vardas8485           Pavarde8485                      2         5         9         6         6         8         3
Vardas8486           Pavarde8486                      2         6         8         9         8         3         1
Vardas8487           Pavarde8487                      2         1         7         2         1         7         4
Vardas8488           Pavarde8488                      9         8         1         8         9         8         1
Vardas8489           Pavarde8489                      8        10         3         9        10         6         2
Vardas8490           Pavarde8490                      2         9        10         4         2         3         1
Vardas8491           Pavarde8491                      7         1         6         7         8         4         2
Vardas8492           Pavarde8492                      5         5         5         9         8         2         8
Vardas8493           Pavarde8493                      8         2         5         5         6         5         1
Vardas8494           Pavarde8494                      1         3        10         5         8        10         1
Vardas8495           Pavarde8495                      5         3         9         3        10         6         9
Vardas8496           Pavarde8496                      9         6         6         3         9         1         3
Vardas8497           Pavarde8497                      2         9        10        10         9         5         1
Vardas8498           Pavarde8498                      5         3        10         6         1         1         6
Vardas8499           Pavarde8499                      1         4         1         7         2         2         6
Vardas8500           Pavarde8500                      9         1         7         5         3         3        10
Vardas8501           Pavarde8501                      6         8         9         9         3        10         5
Vardas8502           Pavarde8502                      5         8         4         5         9         8        10
Vardas8503           Pavarde8503                      4         3         1         9         6         1         9
Vardas8504           Pavarde8504                      6         5         3         4         3         7         4
Vardas8505           Pavarde8505                      3         9         9         3         8         1         2
Vardas8506           Pavarde8506                     10         2        10        10         8         2         5
Vardas8507           Pavarde8507                     10         6         9         9         2         2         8
Vardas8508           Pavarde8508                      2         4         5         7         8         8         2
Vardas8509           Pavarde8509                      9         7         2         9         5         3         9
Vardas8510           Pavarde8510                      2         1         2         4         9         5         1
Vardas8511           Pavarde8511                      9         6         2        10         7         7         7
Vardas8512           Pavarde8512                      5         8         2         4         9        10         4
Vardas8513           Pavarde8513                      8         4        10         1         4         9         2
Vardas8514           Pavarde8514                      2         7        10         4         6        10         3
Vardas8515           Pavarde8515                      5         1         8         6        10         4         6
Vardas8516           Pavarde8516                      6         1         3         9         5         9         1
Vardas8517           Pavarde8517                      7         2         9         7         6         5         5
Vardas8518           Pavarde8518                      7         8         1         2         5        10         7
Vardas8519           Pavarde8519                      8         2         7        10         3         6         1
Vardas8520           Pavarde8520                      7         3         2         7         5         3         1
Vardas8521           Pavarde8521                      8         9         8         4         5         2         5
Vardas8522           Pavarde8522                      3         4         8         5         9         3         5
Vardas8523           Pavarde8523                      4         1        10         2         5         7         2
Vardas8524           Pavarde8524                      9         3         5         8         5         4         8
Vardas8525           Pavarde8525                      6        10        10         1         4        10         4
Vardas8526           Pavarde8526                      9         2         4         4         3         7         9
Vardas8527           Pavarde8527                     10         3         1         3         5         3         8
Vardas8528           Pavarde8528                      7         4         5         7         6         7         4
Vardas8529           Pavarde8529                      1         2         8         5         7         4         7
Vardas8530           Pavarde8530                      7         2         9         6         4         5         1
Vardas8531           Pavarde8531                      8         4         4         2         8         4         4
Vardas8532           Pavarde8532                      6         8         5         4         1         9         5
Vardas8533           Pavarde8533                     10         3         6         5         3         6         7
Vardas8534           Pavarde8534                      9         4        10         5         1         2         6
Vardas8535           Pavarde8535                      5         1         1         6         7         1         8
Vardas8536           Pavarde8536                     10         5        10         9         2         5         4
Vardas8537           Pavarde8537                     10         7         9         2         1         3         2
Vardas8538           Pavarde8538                      9        10         7         5         8         4         4
Vardas8539           Pavarde8539                      2         2         9         8         8         3         9
Vardas8540           Pavarde8540                      7        10         7         3         3        10         8
Vardas8541           Pavarde8541                      8         3         1         8         3         8         4
Vardas8542           Pavarde8542                      6         4        10         9         8         2        10
Vardas8543           Pavarde8543                      2         8         3         2         1         4         2
Vardas8544           Pavarde8544                      3         8         8         4         4         3         4
Vardas8545           Pavarde8545                      5        10         3         7         9         5         2
Vardas8546           Pavarde8546                      3        10        10         4         5         2         9
Vardas8547           Pavarde8547                      9         9         1         2         5         2         9
Vardas8548           Pavarde8548                      4         7         8         7        10         7         5
Vardas8549           Pavarde8549                      9         8         5         1         4         3         9
Vardas8550           Pavarde8550                      6         6         8         1         3        10        10
Vardas8551           Pavarde8551                      1         1         5         6         2         8         5
Vardas8552           Pavarde8552                      8         7         4         9         1         5         9
Vardas8553           Pavarde8553                      2         8         4         4         8         4         7
Vardas8554           Pavarde8554                      4         9         8         8         8         3         7
Vardas8555           Pavarde8555                      2         3         8         4         9         9         3
Vardas8556           Pavarde8556                      7         2         8         4         7         5         4
Vardas8557           Pavarde8557                      4         2         3         2         2         2         2
Vardas8558           Pavarde8558                      2        10         3         3         9         7         8
Vardas8559           Pavarde8559                      5         6         9         3         3         6         6
Vardas8560           Pavarde8560                      8         6         6        10         4        10         2
Vardas8561           Pavarde8561                      7         2         4         1         8         1         9
Vardas8562           Pavarde8562                      4         6         7         9        10         5        10
Vardas8563           Pavarde8563                      9         9         1         7        10         4         9
Vardas8564           Pavarde8564                      7         6         8         5        10         2         1
Vardas8565           Pavarde8565                      1         4         3         7         7         1         1
Vardas8566           Pavarde8566                      2         4        10         6         9         1         3
Vardas8567           Pavarde8567                      3         9         5         4         4         9         7
Vardas8568           Pavarde8568                      3         6         3         2         5         4         6
Vardas8569           Pavarde8569                      7         3        10         7         3         6         2
Vardas8570           Pavarde8570                      2         9         8         7         4         8         6
Vardas8571           Pavarde8571                      6         9         1         8         6         5         2
Vardas8572           Pavarde8572                      2         6         9         6         7         6         8
Vardas8573           Pavarde8573                      2         8         3         9         1         5         8
Vardas8574           Pavarde8574                      3         5         6         7         4         3         5
Vardas8575           Pavarde8575                      3         2         5         7         3         1         9
Vardas8576           Pavarde8576                      4         2         2         2         7        10         2
Vardas8577           Pavarde8577                      9         1         5         6         6         8         1
Vardas8578           Pavarde8578                      3         7         3         3         7         7         1
Vardas8579           Pavarde8579                      8        10         7         9         8         3         1
Vardas8580           Pavarde8580                      9         7         9         9         7        10         2
Vardas8581           Pavarde8581                      5         8         9         5         2         6        10
Vardas8582           Pavarde8582                      4         9         8         1         4         9         9
Vardas8583           Pavarde8583                      6         6         4         9         4         6         4
Vardas8584           Pavarde8584                      3        10         7         8         6         6         9
Vardas8585           Pavarde8585                      2         6         3         8         7        10         7
Vardas8586           Pavarde8586                      8         5         2         4         8        10         4
Vardas8587           Pavarde8587                      4         9         5         1         6         8         7
Vardas8588           Pavarde8588                      8         5         4         3         7         1         2
Vardas8589           Pavarde8589                      3        10         8         9         6         4         3
Vardas8590           Pavarde8590                     10         7         8         1         2        10         8
Vardas8591           Pavarde8591                      1        10         7         3         3         3        10
Vardas8592           Pavarde8592                      9         4         8         9         7         5         6
Vardas8593           Pavarde8593                      4         4         1         8        10         6         4
Vardas8594           Pavarde8594                      5         9         8         5         9         2         3
Vardas8595           Pavarde8595                      6        10         5         4         6         7        10
Vardas8596           Pavarde8596                      6         9         8         5         2         6         6
Vardas8597           Pavarde8597                      8         2         5         4         4         3         2
Vardas8598           Pavarde8598                      8         2         4         4         2         9         7
Vardas8599           Pavarde8599                     10         1         2         5         2         9         9
Vardas8600           Pavarde8600                      3         6        10         2         2         8         3
Vardas8601           Pavarde8601                      9         9         3         7         9         1         1
Vardas8602           Pavarde8602                      7         6         5         1         7         7         6
Vardas8603           Pavarde8603                     10         1         5         6         4         9         8
Vardas8604           Pavarde8604                      3         4         7         7         4         2         6
Vardas8605           Pavarde8605                      7         8         1         2         6         2         1
Vardas8606           Pavarde8606                      8         8         9         3         5         9         1
Vardas8607           Pavarde8607                      2         9        10         9         3         9         2
Vardas8608           Pavarde8608                      7         8         9         2        10        10         3
Vardas8609           Pavarde8609                      8         1         7         2         4         9         4
Vardas8610           Pavarde8610                      1         9         4         3         5         7        10
Vardas8611           Pavarde8611                      8         2         8         9         3         1         6
Vardas8612           Pavarde8612                      3         1         6         2         9         5         6
Vardas8613           Pavarde8613                      4         8         7         7         1         4         8
Vardas8614           Pavarde8614                      9        10         4         7         9         9         6
Vardas8615           Pavarde8615                     10         5         2         8         5         7         6
Vardas8616           Pavarde8616                      5         9         7         3         4         7         1
Vardas8617           Pavarde8617                      1         1         2         9         5         6        10
Vardas8618           Pavarde8618                      3         1         9         8         6         2         7
Vardas8619           Pavarde8619                      9         5         1         8         4         2         1
Vardas8620           Pavarde8620                      5         3         3         3        10         6         3
Vardas8621           Pavarde8621                      7        10         2         7         7         2         9
Vardas8622           Pavarde8622                     10         3         7        10        10         5        10
Vardas8623           Pavarde8623                      1         7         2         3         3         5         3
Vardas8624           Pavarde8624                      8         2         8         4         3         3        10
Vardas8625           Pavarde8625                      2         4         5         6        10         8         9
Vardas8626           Pavarde8626                      3         6        10         1         2         2         6
Vardas8627           Pavarde8627                      3         8         6         1         4         3         7
Vardas8628           Pavarde8628                      3         4         2         7        10         7         9
Vardas8629           Pavarde8629                      1        10        10         8         3         6        10
Vardas8630           Pavarde8630                      5         6        10         2         9         3         5
Vardas8631           Pavarde8631                      8         5         4         3         4         2         3
Vardas8632           Pavarde8632                      3         2         8         3         7         9         1
Vardas8633           Pavarde8633                      7         9         5         6         9         4         5
Vardas8634           Pavarde8634                      5         4         6        10         9         8         2
Vardas8635           Pavarde8635                      8         2         8         5         8         8         9
Vardas8636           Pavarde8636                      4         2         3         4         4        10         1
Vardas8637           Pavarde8637                      3         3         5         6         5         1         5
Vardas8638           Pavarde8638                      2         2         8         4         2         1        10
Vardas8639           Pavarde8639                      3        10         5         4         7         9         2
Vardas8640           Pavarde8640                      8         7        10         5         9        10         7
Vardas8641           Pavarde8641                      2         3         6         6         7         9         3
Vardas8642           Pavarde8642                      8         7         2         9        10        10         7
Vardas8643           Pavarde8643                     10        10         9         2        10        10         3
Vardas8644           Pavarde8644                      1         7         7         8        10         2         8
Vardas8645           Pavarde8645                      6         5        10         4         1        10        10
Vardas8646           Pavarde8646                      6        10         9         5         9         8        10
Vardas8647           Pavarde8647                      3        10         8         5         1         6         8
Vardas8648           Pavarde8648                      4         8         9         7         1        10         5
Vardas8649           Pavarde8649                      6         5         1         8         1         7         5
Vardas8650           Pavarde8650                      1         3         7         9         9         1         1
Vardas8651           Pavarde8651                      6         3         2         9         5         8         6
Vardas8652           Pavarde8652                      3         8         8         6         8         1         2
Vardas8653           Pavarde8653                      1         1         6         6         6         5         9
Vardas8654           Pavarde8654                      5         2         7         5         1         4         8
Vardas8655           Pavarde8655                      5         1         7         9         8         2         3
Vardas8656           Pavarde8656                      1         3         4         4         6         5         8
Vardas8657           Pavarde8657                      3         6         5        10         3         1        10
Vardas8658           Pavarde8658                      8         4         4         5         6         6         9
Vardas8659           Pavarde8659                      9         1         6         9         6         6         2
Vardas8660           Pavarde8660                      8         9         5         7         2        10         7
Vardas8661           Pavarde8661                      8         8         1         8        10         7         5
Vardas8662           Pavarde8662                      1        10        10         7         4         9         8
Vardas8663           Pavarde8663                      9         6        10         4         2         5         3
Vardas8664           Pavarde8664                      7         9         2         4         6         7         9
Vardas8665           Pavarde8665                      8         7         7         5         7         4         1
Vardas8666           Pavarde8666                      7         3         8         3        10         6         5
Vardas8667           Pavarde8667                      4         5         7         1        10         7         8
Vardas8668           Pavarde8668                     10         6         9         1         4         2        10
Vardas8669           Pavarde8669                      3         2         5         2         2         6         8
Vardas8670           Pavarde8670                      8         1         7         9         6         4         1
Vardas8671           Pavarde8671                      1         7        10         3         7         8         3
Vardas8672           Pavarde8672                      4         2         1         4         4         2        10
Vardas8673           Pavarde8673                      7         7         8         6         7         4         9
Vardas8674           Pavarde8674                      7         3         8         6         7         8         8
Vardas8675           Pavarde8675                      6         2         2         7         4        10         9
Vardas8676           Pavarde8676                      7         7         3         2         5         8         8
Vardas8677           Pavarde8677                      4         3         3         2         6        10         6
Vardas8678           Pavarde8678                      6         9         4         2         9         7         5
Vardas8679           Pavarde8679                      3         6         9         9         3         4         2
